Name,Wallet,Wins,Losses,Total Won,Total Lost,Duplicated Bets,Diff Outcome Count,Diff Outcome Details
WordleAddict,0xe25b9180f5687aa85bd94ee309bb72a464320f1b,28,11,534022.87,198042.95,25,5,"weed-rescheduled-in-2025: Different outcomes (No, Yes); will-avatar-fire-and-ash-opening-weekend-box-office-be-between-90m-and-101m: Different outcomes (No, Yes); will-avatar-fire-and-ash-second-weekend-box-office-be-greater-than-67m: Different outcomes (No, Yes); will-avatar-fire-and-ash-opening-weekend-box-office-be-less-than-90m: Different outcomes (No, Yes); will-muddyrc-win-the-genesis-cup: Different outcomes (No, Yes)"
Avarice31,0x781caf04d98a281712caf1677877c442789fdb68,82,33,30669.17,11046.5,71,43,"nfl-no-ten-2025-12-28: Different outcomes (Saints, Titans); cfb-pitt-ecar-2025-12-27: Different outcomes (Pittsburgh, East Carolina); nfl-sea-car-2025-12-28: Different outcomes (Panthers, Seahawks); nba-phi-okc-2025-12-28-total-225pt5: Different outcomes (Under, Over); sea-pis-juv-2025-12-27-juv: Different outcomes (No, Yes); epl-cry-tot-2025-12-28-draw: Different outcomes (No, Yes); nba-phi-okc-2025-12-28: Different outcomes (76ers, Thunder); sea-ata-int-2025-12-28-int: Different outcomes (No, Yes); sea-pis-juv-2025-12-27-pis: Different outcomes (No, Yes); nfl-pit-cle-2025-12-28-spread-away-3pt5: Different outcomes (Steelers, Browns); epl-che-ast-2025-12-27-ast: Different outcomes (No, Yes); sea-pis-juv-2025-12-27-draw: Different outcomes (No, Yes); cfb-gtech-byu-2025-12-27-spread-home-3pt5: Different outcomes (Georgia Tech, BYU); nfl-jax-ind-2025-12-28-total-44pt5: Different outcomes (Under, Over); cbb-lemyn-boscol-2025-12-28: Different outcomes (Le Moyne Dolphins, Boston College Eagles); cfb-gtech-byu-2025-12-27: Different outcomes (Georgia Tech, BYU); cfb-pennst-clmsn-2025-12-27: Different outcomes (Penn State, Clemson); cfb-uconn-army-2025-12-27-spread-home-7pt5: Different outcomes (Army, Connecticut); nfl-jax-ind-2025-12-28: Different outcomes (Colts, Jaguars); nhl-det-car-2025-12-27: Different outcomes (Red Wings, Hurricanes); epl-che-ast-2025-12-27-draw: Different outcomes (No, Yes); cbb-harvrd-colg-2025-12-28: Different outcomes (Harvard Crimson, Colgate Raiders); nfl-tb-mia-2025-12-28: Different outcomes (Buccaneers, Dolphins); nfl-pit-cle-2025-12-28: Different outcomes (Steelers, Browns); cfb-miaoh-frest-2025-12-27-total-42pt5: Different outcomes (Under, Over); cfb-uconn-army-2025-12-27: Different outcomes (Army, Connecticut); nfl-ari-cin-2025-12-28: Different outcomes (Bengals, Cardinals); epl-sun-lee-2025-12-28-sun: Different outcomes (No, Yes); cfb-uconn-army-2025-12-27-total-44pt5: Different outcomes (Under, Over); epl-sun-lee-2025-12-28-draw: Different outcomes (No, Yes); battle-of-the-sexes-aryna-sabalenka-vs-nick-kyrgios: Different outcomes (Kyrgios, Sabalenka); nba-gsw-tor-2025-12-28: Different outcomes (Warriors, Raptors); cbb-chsou-rich-2025-12-28: Different outcomes (Richmond Spiders, Charleston Southern Buccaneers); epl-che-ast-2025-12-27-che: Different outcomes (No, Yes); cbb-colmb-nfl-2025-12-28: Different outcomes (Columbia Lions, North Florida Ospreys); cbb-ncol-col-2025-12-28: Different outcomes (Colorado Buffaloes, Northern Colorado Bears); epl-cry-tot-2025-12-28-tot: Different outcomes (No, Yes); will-the-baltimore-ravens-win-the-afc-north-1: Different outcomes (No, Yes); will-the-pittsburgh-steelers-win-the-afc-north-1: Different outcomes (No, Yes); nba-phi-okc-2025-12-28-spread-home-14pt5: Different outcomes (76ers, Thunder); cbb-librty-flint-2025-12-28: Different outcomes (Liberty Flames, Florida International Golden Panthers); sea-ata-int-2025-12-28-ata: Different outcomes (No, Yes); nfl-hou-lac-2025-12-27: Different outcomes (Texans, Chargers)"
betwick,0xc851cd9bee7d262afd78674f861f9f576a12cd2a,28,10,412384.14,64296.2,21,1,"will-avatar-fire-and-ash-opening-weekend-box-office-be-less-than-90m: Different outcomes (No, Yes)"
0x64dbf41255eacd1f73da6c0af7f8624ca60d766,0x64dbf41255eacd1f73da6c0af7f8624ca60d766d,168,21,224817.36,233.19,71,28,"will-the-price-of-solana-be-between-130-140-on-december-29: Different outcomes (No, Yes); will-xrp-dip-to-1pt8-december-22-28: Different outcomes (No, Yes); xrp-above-1pt9-on-january-1: Different outcomes (No, Yes); xrp-above-1pt8-on-january-1: Different outcomes (No, Yes); will-the-price-of-solana-be-between-120-130-on-december-31: Different outcomes (No, Yes); xrp-above-1pt8-on-december-31: Different outcomes (No, Yes); will-the-price-of-solana-be-between-120-130-on-december-30: Different outcomes (No, Yes); solana-up-or-down-on-december-28: Different outcomes (Up, Down); solana-above-120-on-december-30: Different outcomes (No, Yes); will-the-price-of-solana-be-between-110-120-on-december-29: Different outcomes (No, Yes); xrp-above-1pt8-on-december-30: Different outcomes (No, Yes); will-the-price-of-solana-be-between-120-130-on-december-28: Different outcomes (No, Yes); solana-above-120-on-december-29: Different outcomes (No, Yes); will-the-price-of-solana-be-between-130-140-on-january-1: Different outcomes (No, Yes); will-solana-dip-to-110-in-december: Different outcomes (No, Yes); will-the-price-of-solana-be-between-130-140-on-december-28: Different outcomes (No, Yes); will-the-price-of-solana-be-between-110-120-on-december-28: Different outcomes (No, Yes); solana-above-130-on-december-29: Different outcomes (No, Yes); solana-up-or-down-on-december-27: Different outcomes (Up, Down); will-the-price-of-xrp-be-between-1pt60-1pt70-on-december-31: Different outcomes (No, Yes); will-the-price-of-solana-be-between-120-130-on-december-29: Different outcomes (No, Yes); will-xrp-reach-2-december-22-28: Different outcomes (No, Yes); solana-up-or-down-on-december-29: Different outcomes (Up, Down); will-the-price-of-solana-be-between-110-120-on-december-30: Different outcomes (No, Yes); will-the-price-of-solana-be-between-120-130-on-january-1: Different outcomes (No, Yes); xrp-up-or-down-on-december-28: Different outcomes (Up, Down); will-the-price-of-solana-be-between-130-140-on-december-30: Different outcomes (No, Yes); xrp-up-or-down-on-december-27: Different outcomes (Up, Down)"
jt7,0x25cc572fae8d022da57a888597561908fd669297,35,26,186537.72,155827.97,39,1,"nba-cle-chi-2025-12-17: Different outcomes (Bulls, Cavaliers)"
15m-a4,0xecd55daa7c6900683b804d1d4db935fbfabe43f4,6,13,4294.88,13893.52,19,13,"btc-updown-15m-1766349900: Different outcomes (Up, Down); btc-updown-15m-1766358900: Different outcomes (Up, Down); btc-updown-15m-1766353500: Different outcomes (Up, Down); btc-updown-15m-1766357100: Different outcomes (Up, Down); btc-updown-15m-1766358000: Different outcomes (Up, Down); btc-updown-15m-1766350800: Different outcomes (Up, Down); btc-updown-15m-1766356200: Different outcomes (Up, Down); btc-updown-15m-1766355300: Different outcomes (Up, Down); btc-updown-15m-1766359800: Different outcomes (Up, Down); btc-updown-15m-1766351700: Different outcomes (Up, Down); btc-updown-15m-1766352600: Different outcomes (Up, Down); btc-updown-15m-1766361600: Different outcomes (Up, Down); btc-updown-15m-1766349000: Different outcomes (Up, Down)"
0x07c846584Cbf796AeA720bb41e674E6734Fc2696-1763599034348,0x07c846584cbf796aea720bb41e674e6734fc2696,78,68,440865.93,307724.21,12,2,"cfb-toledo-lou-2025-12-23-spread-home-11pt5: Different outcomes (Toledo, Louisville); nfl-cin-bal-2025-11-27: Different outcomes (Ravens, Bengals)"
Dingwin,0x9fad8308ef6b6ed5320e53a290a3bd4ad91f5a9f,61,50,214665.66,90799.01,72,11,"nhl-tb-fla-2025-12-27: Different outcomes (Panthers, Lightning); epl-sun-lee-2025-12-28-total-2pt5: Different outcomes (Under, Over); epl-cry-tot-2025-12-28-total-2pt5: Different outcomes (Under, Over); sea-cre-nap-2025-12-28-nap: Different outcomes (No, Yes); sea-cre-nap-2025-12-28-total-2pt5: Different outcomes (Under, Over); aus-mct-per-2025-12-28-mct: Different outcomes (No, Yes); epl-sun-lee-2025-12-28-sun: Different outcomes (No, Yes); epl-sun-lee-2025-12-28-lee: Different outcomes (No, Yes); sea-bol-sas-2025-12-28-bol: Different outcomes (No, Yes); por-aro-gil-2025-12-28-gil: Different outcomes (No, Yes); sea-bol-sas-2025-12-28-total-2pt5: Different outcomes (Under, Over)"
DonaldinhoTrumpito,0x7523cafcee7bcf2db9a79d80e0d79b88a9a54c4c,41,9,250197.14,33404.27,28,1,"weed-rescheduled-in-2025: Different outcomes (No, Yes)"
livebreathevolatility,0x818f214c7f3e479cce1d964d53fe3db7297558cb,3,8,1723.44,1344.8,10,8,"btc-updown-15m-1766892600: Different outcomes (Up, Down); btc-updown-15m-1766884500: Different outcomes (Up, Down); btc-updown-15m-1766887200: Different outcomes (Up, Down); btc-updown-15m-1766895300: Different outcomes (Up, Down); btc-updown-15m-1766886300: Different outcomes (Up, Down); btc-updown-15m-1766894400: Different outcomes (Up, Down); btc-updown-15m-1766882700: Different outcomes (Up, Down); btc-updown-15m-1766883600: Different outcomes (Up, Down)"
sherlockhomie,0xd44e29936409019f93993de8bd603ef6cb1bb15e,3,1,780.72,134.13,4,4,"btc-updown-15m-1766957400: Different outcomes (Up, Down); btc-updown-15m-1766959200: Different outcomes (Up, Down); btc-updown-15m-1766956500: Different outcomes (Up, Down); btc-updown-15m-1766958300: Different outcomes (Up, Down)"
plzdontdropout,0xb63ac06f20eed05d0a34f61116d0580a0afb4064,199,19,718624.53,1477.25,88,37,"will-the-price-of-solana-be-between-130-140-on-december-29: Different outcomes (No, Yes); will-xrp-dip-to-1pt8-december-22-28: Different outcomes (No, Yes); bitcoin-above-92k-on-december-30: Different outcomes (No, Yes); bitcoin-above-86k-on-december-28: Different outcomes (No, Yes); will-the-price-of-bitcoin-be-between-84000-86000-on-december-28: Different outcomes (No, Yes); will-the-price-of-bitcoin-be-greater-than-96000-on-december-31: Different outcomes (No, Yes); bitcoin-above-94k-on-december-30: Different outcomes (No, Yes); will-the-price-of-bitcoin-be-between-88000-90000-on-december-28: Different outcomes (No, Yes); xrp-above-1pt8-on-december-28: Different outcomes (No, Yes); will-the-price-of-bitcoin-be-between-86000-88000-on-december-28: Different outcomes (No, Yes); will-the-price-of-ethereum-be-between-2800-2900-on-december-31: Different outcomes (No, Yes); bitcoin-above-86k-on-december-27: Different outcomes (No, Yes); will-the-price-of-bitcoin-be-between-88000-90000-on-december-31: Different outcomes (No, Yes); bitcoin-above-94k-on-december-29: Different outcomes (No, Yes); will-the-price-of-solana-be-between-120-130-on-december-28: Different outcomes (No, Yes); will-the-price-of-bitcoin-be-between-86000-88000-on-december-31: Different outcomes (No, Yes); solana-above-120-on-december-29: Different outcomes (No, Yes); bitcoin-above-92k-on-december-31: Different outcomes (No, Yes); ethereum-above-3100-on-december-30: Different outcomes (No, Yes); will-bitcoin-dip-to-86k-december-22-28: Different outcomes (No, Yes); bitcoin-above-84k-on-december-29: Different outcomes (No, Yes); bitcoin-above-82k-on-december-31: Different outcomes (No, Yes); xrp-above-1pt7-on-december-29: Different outcomes (No, Yes); bitcoin-above-92k-on-december-29: Different outcomes (No, Yes); xrp-above-2-on-december-29: Different outcomes (No, Yes); will-bitcoin-reach-100000-by-december-31-2025-213-146-883-729-282: Different outcomes (No, Yes); solana-above-120-on-december-28: Different outcomes (No, Yes); will-the-price-of-solana-be-between-120-130-on-december-29: Different outcomes (No, Yes); will-ethereum-dip-to-2700-december-22-28: Different outcomes (No, Yes); bitcoin-above-96k-on-december-30: Different outcomes (No, Yes); bitcoin-above-82k-on-december-30: Different outcomes (No, Yes); bitcoin-above-82k-on-december-29: Different outcomes (No, Yes); bitcoin-above-88k-on-december-28: Different outcomes (No, Yes); ethereum-above-3000-on-december-29: Different outcomes (No, Yes); will-the-price-of-ethereum-be-between-3100-3200-on-december-31: Different outcomes (No, Yes); will-bitcoin-dip-to-82k-december-22-28: Different outcomes (No, Yes); ethereum-above-3200-on-december-30: Different outcomes (No, Yes)"
0xCB3143ee858E14d0B3FE40fFeaEa78416e646B0,0xcb3143ee858e14d0b3fe40ffeaea78416e646b02,81,0,5250.39,0.0,0,0,
lhtsports,0xa6a856a8c8a7f14fd9be6ae11c367c7cbb755009,89,22,212043.97,10870.89,39,23,"nba-nyk-atl-2025-12-27-total-244pt5: Different outcomes (Under, Over); nba-gsw-tor-2025-12-28-spread-away-3pt5: Different outcomes (Warriors, Raptors); nba-phi-okc-2025-12-28-total-225pt5: Different outcomes (Under, Over); nba-phi-okc-2025-12-28: Different outcomes (76ers, Thunder); nfl-nyg-lv-2025-12-28: Different outcomes (Raiders, Giants); nba-ind-mia-2025-12-27: Different outcomes (Pacers, Heat); nfl-ne-nyj-2025-12-28-spread-away-33pt5: Different outcomes (Jets, Patriots); cfb-vir-missr-2025-12-27: Different outcomes (Missouri, Virginia); nba-nyk-atl-2025-12-27-total-243pt5: Different outcomes (Under, Over); nba-den-orl-2025-12-27: Different outcomes (Nuggets, Magic); nba-gsw-tor-2025-12-28-spread-away-4pt5: Different outcomes (Warriors, Raptors); nba-cle-hou-2025-12-27: Different outcomes (Rockets, Cavaliers); nhl-col-las-2025-12-27: Different outcomes (Avalanche, Golden Knights); nba-uta-sas-2025-12-27: Different outcomes (Jazz, Spurs); cfb-lsu-hou-2025-12-27: Different outcomes (Houston, LSU); nba-mil-chi-2025-12-27: Different outcomes (Bulls, Bucks); nfl-jax-ind-2025-12-28-total-48pt5: Different outcomes (Under, Over); nba-gsw-tor-2025-12-28: Different outcomes (Warriors, Raptors); nba-nyk-atl-2025-12-27: Different outcomes (Knicks, Hawks); nba-nyk-atl-2025-12-27-spread-away-6pt5: Different outcomes (Knicks, Hawks); nfl-jax-ind-2025-12-28-total-47pt5: Different outcomes (Under, Over); nba-bkn-min-2025-12-27: Different outcomes (Nets, Timberwolves); nba-phi-okc-2025-12-28-spread-home-14pt5: Different outcomes (76ers, Thunder)"
ExpressoMartini,0x080a53ccb5caf5949d2e67074e8629fe1f249da4,16,14,14782.15,11148.99,29,24,"btc-updown-15m-1766639700: Different outcomes (Up, Down); btc-updown-15m-1766646900: Different outcomes (Up, Down); btc-updown-15m-1766642400: Different outcomes (Up, Down); btc-updown-15m-1766657700: Different outcomes (Up, Down); btc-updown-15m-1766637900: Different outcomes (Up, Down); btc-updown-15m-1766647800: Different outcomes (Up, Down); btc-updown-15m-1766660400: Different outcomes (Up, Down); btc-updown-15m-1766659500: Different outcomes (Up, Down); btc-updown-15m-1766637000: Different outcomes (Up, Down); btc-updown-15m-1766641500: Different outcomes (Up, Down); btc-updown-15m-1766655000: Different outcomes (Up, Down); btc-updown-15m-1766640600: Different outcomes (Up, Down); btc-updown-15m-1766651400: Different outcomes (Up, Down); btc-updown-15m-1766652300: Different outcomes (Up, Down); btc-updown-15m-1766656800: Different outcomes (Up, Down); btc-updown-15m-1766658600: Different outcomes (Up, Down); btc-updown-15m-1766649600: Different outcomes (Up, Down); btc-updown-15m-1766650500: Different outcomes (Up, Down); btc-updown-15m-1766643300: Different outcomes (Up, Down); btc-updown-15m-1766638800: Different outcomes (Up, Down); btc-updown-15m-1766654100: Different outcomes (Up, Down); btc-updown-15m-1766648700: Different outcomes (Up, Down); btc-updown-15m-1766644200: Different outcomes (Up, Down); btc-updown-15m-1766655900: Different outcomes (Up, Down)"
kingofcoinflips,0xe9c6312464b52aa3eff13d822b003282075995c9,35,16,110724.03,2100.64,39,21,"bitcoin-above-86k-on-december-27: Different outcomes (No, Yes); bitcoin-above-96k-on-december-31: Different outcomes (No, Yes); bitcoin-above-90k-on-december-30: Different outcomes (No, Yes); bitcoin-above-90k-on-december-27: Different outcomes (No, Yes); bitcoin-above-86k-on-december-30: Different outcomes (No, Yes); bitcoin-above-86k-on-december-29: Different outcomes (No, Yes); bitcoin-above-90k-on-december-26: Different outcomes (No, Yes); solana-above-130-on-december-28: Different outcomes (No, Yes); bitcoin-above-80k-on-december-31: Different outcomes (No, Yes); bitcoin-above-86k-on-december-28: Different outcomes (No, Yes); ethereum-above-3100-on-december-27: Different outcomes (No, Yes); ethereum-above-3100-on-december-31: Different outcomes (No, Yes); bitcoin-above-86k-on-december-31: Different outcomes (No, Yes); bitcoin-above-86k-on-december-26: Different outcomes (No, Yes); ethereum-above-3100-on-december-26: Different outcomes (No, Yes); solana-above-130-on-december-29: Different outcomes (No, Yes); will-the-price-of-xrp-be-between-1pt70-1pt80-on-december-30: Different outcomes (No, Yes); bitcoin-above-86k-on-december-24: Different outcomes (No, Yes); bitcoin-above-90k-on-december-28: Different outcomes (No, Yes); bitcoin-above-90k-on-december-31: Different outcomes (No, Yes); bitcoin-above-90k-on-december-29: Different outcomes (No, Yes)"
fishuu,0x8717e750e5e20cd0e28e39280e960cc020fb49a8,206,159,435587.96,244007.88,144,17,"nhl-fla-car-2025-12-23: Different outcomes (Panthers, Hurricanes); cbb-norfst-bayl-2025-12-10-spread-home-26pt5: Different outcomes (Baylor Bears, Norfolk State Spartans); nba-sac-ind-2025-12-08-total-234pt5: Different outcomes (Under, Over); nhl-bos-stl-2025-12-10: Different outcomes (Bruins, Blues); nhl-cbj-car-2025-12-10: Different outcomes (Hurricanes, Blue Jackets); nba-phx-min-2025-12-08-total-223pt5: Different outcomes (Under, Over); nfl-lac-dal-2025-12-21: Different outcomes (Cowboys, Chargers); nba-sas-nop-2025-12-08: Different outcomes (Pelicans, Spurs); nfl-cin-mia-2025-12-21: Different outcomes (Dolphins, Bengals); nba-phx-okc-2025-12-10-total-225pt5: Different outcomes (Under, Over); nhl-edm-pit-2025-12-16: Different outcomes (Penguins, Oilers); nhl-fla-col-2025-12-12: Different outcomes (Panthers, Avalanche); nhl-tor-nsh-2025-12-20: Different outcomes (Maple Leafs, Predators); nhl-cal-sj-2025-12-16: Different outcomes (Sharks, Flames); nhl-wsh-wpg-2025-12-14: Different outcomes (Jets, Capitals); nba-tor-mil-2025-12-18: Different outcomes (Bucks, Raptors); nba-phx-okc-2025-12-10-total-226pt5: Different outcomes (Under, Over)"
cigarettes,0xd218e474776403a330142299f7796e8ba32eb5c9,187,56,58843.01,15319.21,136,12,"nfl-no-ten-2025-12-28: Different outcomes (Saints, Titans); nba-phi-okc-2025-12-28: Different outcomes (76ers, Thunder); nfl-nyg-lv-2025-12-28: Different outcomes (Raiders, Giants); cbb-lemyn-boscol-2025-12-28: Different outcomes (Le Moyne Dolphins, Boston College Eagles); nfl-jax-ind-2025-12-28: Different outcomes (Colts, Jaguars); cbb-norfst-loulaf-2025-12-28: Different outcomes (Louisiana-Lafayette Ragin Cajuns, Norfolk State Spartans); nfl-tb-mia-2025-12-28: Different outcomes (Buccaneers, Dolphins); nfl-pit-cle-2025-12-28: Different outcomes (Steelers, Browns); nba-gsw-tor-2025-12-28: Different outcomes (Warriors, Raptors); cbb-colmb-nfl-2025-12-28: Different outcomes (Columbia Lions, North Florida Ospreys); cbb-ncol-col-2025-12-28: Different outcomes (Colorado Buffaloes, Northern Colorado Bears); cbb-librty-flint-2025-12-28: Different outcomes (Liberty Flames, Florida International Golden Panthers)"
DapperChapper,0xf8ccb567e89c3240359217ebd0b5b5fe7fce5a82,30,2,77683.35,1617.68,23,1,"battle-of-the-sexes-aryna-sabalenka-vs-nick-kyrgios: Different outcomes (Kyrgios, Sabalenka)"
0x758B3e0B0026bfa8491Ea550e98614cE297C4bFB-1764612936823,0x758b3e0b0026bfa8491ea550e98614ce297c4bfb,1,0,110383.44,0.0,1,0,
Bacc,0xf5e15d3344c35890f1aa716dca88e13eb9065ad0,48,36,235216.22,133703.92,56,2,"will-jake-paul-win-his-boxing-match-against-anthony-joshua: Different outcomes (No, Yes); ufc-mar15-bru9-2025-12-06: Different outcomes (Vettori, Ferreira)"
ArmageddonRewardsBilly,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,340,29,499627.35,210.3,109,9,"will-trump-and-zelenskyys-handshake-last-15-seconds-or-longer: Different outcomes (No, Yes); will-trump-meet-with-zelenskyy-by-december-31-194-484: Different outcomes (No, Yes); will-trump-meet-with-zelenskyy-by-december-28: Different outcomes (No, Yes); si-settle-80-82-5-jan-2026: Different outcomes (No, Yes); will-trump-and-netanyahu-handshake-last-less-than-2-seconds: Different outcomes (No, Yes); si-settle-70-72-5-jan-2026: Different outcomes (No, Yes); will-trump-and-zelenskyys-handshake-last-less-than-2-seconds: Different outcomes (No, Yes); will-aapl-hit-220-before-2026-329: Different outcomes (No, Yes); will-trump-and-zelenskyy-hug-in-2025: Different outcomes (No, Yes)"
0x829598d4df411c94195094d66e309d56b1c03c7c,0x829598d4df411c94195094d66e309d56b1c03c7c,8,0,108658.78,0.0,8,1,"will-the-starship-for-spacex-starship-flight-test-12-achieve-a-successful-splashdown: Different outcomes (No, Yes)"
ScroooogeMcDuck,0xc35049bc7b6bd28a49a40b261466ca91aad63669,31,30,346766.98,235353.06,43,20,"nhl-edm-mon-2025-12-15: Different outcomes (Oilers, Canadiens); nhl-edm-pit-2025-12-16: Different outcomes (Penguins, Oilers); dota2-heroic-1win-2025-12-15: Different outcomes (Heroic, 1win); nhl-car-nsh-2025-12-17: Different outcomes (Hurricanes, Predators); nhl-phi-mon-2025-12-16: Different outcomes (Flyers, Canadiens); nhl-nyr-stl-2025-12-18: Different outcomes (Rangers, Blues); nhl-tor-wsh-2025-12-18: Different outcomes (Maple Leafs, Capitals); nba-det-bos-2025-12-15: Different outcomes (Pistons, Celtics); nhl-cal-sj-2025-12-16: Different outcomes (Sharks, Flames); nhl-van-nyr-2025-12-16: Different outcomes (Rangers, Canucks); nhl-phi-buf-2025-12-18: Different outcomes (Sabres, Flyers); nhl-ott-wpg-2025-12-16: Different outcomes (Jets, Senators); nba-lal-phx-2025-12-14: Different outcomes (Suns, Lakers); nba-sac-por-2025-12-18: Different outcomes (Trail Blazers, Kings); nhl-col-sea-2025-12-16: Different outcomes (Avalanche, Kraken); nhl-chi-tor-2025-12-16: Different outcomes (Blackhawks, Maple Leafs); nba-hou-den-2025-12-15: Different outcomes (Nuggets, Rockets); nhl-nyi-det-2025-12-16: Different outcomes (Red Wings, Islanders); nba-mem-lac-2025-12-15: Different outcomes (Clippers, Grizzlies); nhl-nj-las-2025-12-17: Different outcomes (Devils, Golden Knights)"
mavenico44,0xf23c454838ddf6812dcf758ca81f12ca29c7ad58,12,34,112977.39,10647.61,15,1,"us-strike-on-nigeria-by-december-31-2025: Different outcomes (No, Yes)"
ImJustKen,0x9d84ce0306f8551e02efef1680475fc0f1dc1344,145,5,335244.97,2069.67,50,6,"will-the-life-of-chuck-be-nominated-for-best-picture-at-the-98th-academy-awards: Different outcomes (No, Yes); will-andrew-scott-be-nominated-for-best-supporting-actor-at-the-98th-academy-awards: Different outcomes (No, Yes); will-saoirse-ronan-be-nominated-for-best-actress-at-the-98th-academy-awards: Different outcomes (No, Yes); will-sinners-be-nominated-for-best-picture-at-the-98th-academy-awards: Different outcomes (No, Yes); will-trump-nominate-kevin-hassett-as-the-next-fed-chair: Different outcomes (No, Yes); will-paul-dano-be-nominated-for-best-supporting-actor-at-the-98th-academy-awards: Different outcomes (No, Yes)"
PurpleThunderBicycleMountain,0x589222a5124a96765443b97a3498d89ffd824ad2,14,5,61807.89,6126.42,10,9,"eth-updown-15m-1766901600: Different outcomes (Up, Down); xrp-up-or-down-december-28-1am-et: Different outcomes (Up, Down); btc-updown-15m-1766901600: Different outcomes (Up, Down); ethereum-up-or-down-december-28-1am-et: Different outcomes (Up, Down); xrp-updown-15m-1766901600: Different outcomes (Up, Down); sol-updown-15m-1766901600: Different outcomes (Up, Down); solana-up-or-down-december-28-1am-et: Different outcomes (Up, Down); bitcoin-up-or-down-december-28-1am-et: Different outcomes (Up, Down); xrp-updown-15m-1766902500: Different outcomes (Up, Down)"
Rambler-Channel,0x0c4b64af62a0ac3dd477e9f80ec3eaa18e92f6db,62,6,194206.37,59444.73,42,3,"will-avatar-fire-and-ash-opening-weekend-box-office-be-between-90m-and-101m: Different outcomes (No, Yes); will-avatar-fire-and-ash-opening-weekend-box-office-be-less-than-90m: Different outcomes (No, Yes); will-mrbeasts-next-video-get-between-35-and-40-million-views-on-day-1-175: Different outcomes (No, Yes)"
Anjun,0x43372356634781eea88d61bbdd7824cdce958882,46,25,735020.37,185283.24,33,6,"sea-ata-int-2025-12-28-int: Different outcomes (No, Yes); will-avatar-fire-and-ash-opening-weekend-box-office-be-between-90m-and-101m: Different outcomes (No, Yes); will-avatar-fire-and-ash-opening-weekend-box-office-be-less-than-90m: Different outcomes (No, Yes); will-avatar-fire-and-ash-opening-weekend-box-office-be-greater-than-90m: Different outcomes (No, Yes); nhl-edm-min-2025-12-20: Different outcomes (Wild, Oilers); nba-hou-den-2025-12-20: Different outcomes (Nuggets, Rockets)"
Iulii,0x27345a76c9f81b87cd0296b7ce8301f3ec006d9e,35,16,192732.8,100819.0,9,0,
CarlosMC,0x777d9f00c2b4f7b829c9de0049ca3e707db05143,9,6,161663.97,64618.54,5,0,
statwC00KS,0x57a8d63731277200ed26cfde9a8a830d94f36933,181,146,658068.63,563643.12,119,17,"nba-phi-mil-2025-12-05-spread-away-1pt5: Different outcomes (76ers, Bucks); nba-bkn-phi-2025-12-23-spread-home-9pt5: Different outcomes (76ers, Nets); nba-orl-den-2025-12-18-total-236pt5: Different outcomes (Under, Over); nba-phi-chi-2025-12-26: Different outcomes (76ers, Bulls); nba-gsw-cle-2025-12-06: Different outcomes (Warriors, Cavaliers); nba-okc-sas-2025-12-23: Different outcomes (Spurs, Thunder); nba-lac-atl-2025-12-03: Different outcomes (Hawks, Clippers); nfl-dal-det-2025-12-04: Different outcomes (Lions, Cowboys); nfl-dal-det-2025-12-04-spread-home-3pt5: Different outcomes (Lions, Cowboys); nba-sas-nop-2025-12-08: Different outcomes (Pelicans, Spurs); nba-dal-okc-2025-12-05-spread-home-15pt5: Different outcomes (Thunder, Mavericks); cbb-uconn-fl-2025-12-09-spread-away-4pt5: Different outcomes (Connecticut Huskies, Florida Gators); nba-lal-phx-2025-12-14: Different outcomes (Suns, Lakers); nba-gsw-chi-2025-12-07: Different outcomes (Bulls, Warriors); cfb-gtech-byu-2025-12-27-spread-home-3pt5: Different outcomes (Georgia Tech, BYU); nhl-cbj-wsh-2025-12-08: Different outcomes (Blue Jackets, Capitals); nhl-pit-dal-2025-12-07: Different outcomes (Penguins, Stars)"
easypredict,0x388537259dc9e693c1c9b96fdf07a63f6b7aca77,35,3,114438.22,5146.59,23,15,"bitcoin-above-88k-on-december-31: Different outcomes (No, Yes); will-the-price-of-solana-be-between-110-120-on-december-29: Different outcomes (No, Yes); bitcoin-above-88k-on-december-26: Different outcomes (No, Yes); will-the-price-of-ethereum-be-between-2900-3000-on-december-27: Different outcomes (No, Yes); will-the-price-of-solana-be-between-120-130-on-december-29: Different outcomes (No, Yes); will-the-price-of-solana-be-between-110-120-on-december-28: Different outcomes (No, Yes); will-the-price-of-solana-be-between-120-130-on-december-28: Different outcomes (No, Yes); bitcoin-above-88k-on-december-28: Different outcomes (No, Yes); will-the-price-of-ethereum-be-between-3000-3100-on-december-26: Different outcomes (No, Yes); will-the-price-of-ethereum-be-between-2900-3000-on-december-26: Different outcomes (No, Yes); bitcoin-above-88k-on-december-27: Different outcomes (No, Yes); xrp-up-or-down-on-december-28: Different outcomes (Up, Down); bitcoin-above-88k-on-december-30: Different outcomes (No, Yes); will-the-price-of-ethereum-be-between-2800-2900-on-december-27: Different outcomes (No, Yes); bitcoin-up-or-down-on-december-26: Different outcomes (Up, Down)"
